,average_weight,minage,predicted_average_rating
75,1.0,8.0,5.78007653593
76,0.0,10.0,5.37659799695
77,0.0,12.0,5.43667455428
78,0.0,0.0,5.07621521032
79,0.0,0.0,5.07621521032
80,0.0,6.0,5.2564448823
81,0.0,8.0,5.31652143962
82,0.0,0.0,5.07621521032
83,0.0,0.0,5.07621521032
84,0.0,12.0,5.43667455428
85,0.0,0.0,5.07621521032
86,0.0,12.0,5.43667455428
87,0.0,18.0,5.61690422626
88,0.0,18.0,5.61690422626
89,0.0,0.0,5.07621521032
90,0.0,0.0,5.07621521032
91,0.0,18.0,5.61690422626
92,0.0,10.0,5.37659799695
93,0.0,18.0,5.61690422626
94,0.0,18.0,5.61690422626
95,0.0,18.0,5.61690422626
96,0.0,18.0,5.61690422626
97,0.0,18.0,5.61690422626
98,0.0,18.0,5.61690422626
99,0.0,18.0,5.61690422626
100,0.0,18.0,5.61690422626
101,0.0,18.0,5.61690422626
102,0.0,18.0,5.61690422626
103,0.0,10.0,5.37659799695
104,0.0,10.0,5.37659799695
105,0.0,10.0,5.37659799695
106,0.0,0.0,5.07621521032
107,0.0,18.0,5.61690422626
108,0.0,6.0,5.2564448823
109,0.0,0.0,5.07621521032
110,0.0,0.0,5.07621521032
111,0.0,18.0,5.61690422626
112,0.0,0.0,5.07621521032
113,0.0,8.0,5.31652143962
114,0.0,7.0,5.28648316096
115,0.0,4.0,5.19636832497
116,0.0,0.0,5.07621521032
117,0.0,0.0,5.07621521032
118,0.0,5.0,5.22640660363
119,0.0,0.0,5.07621521032
120,0.0,16.0,5.55682766893
121,0.0,0.0,5.07621521032
122,0.0,0.0,5.07621521032
123,0.0,0.0,5.07621521032
124,0.0,0.0,5.07621521032
125,0.0,10.0,5.37659799695
126,0.0,10.0,5.37659799695
127,0.0,12.0,5.43667455428
128,0.0,0.0,5.07621521032
129,0.0,14.0,5.4967511116
130,0.0,4.0,5.19636832497
131,0.0,0.0,5.07621521032
132,0.0,13.0,5.46671283294
133,0.0,12.0,5.43667455428
134,0.0,0.0,5.07621521032
135,0.0,8.0,5.31652143962
136,0.0,8.0,5.31652143962
137,0.0,10.0,5.37659799695
138,0.0,10.0,5.37659799695
139,0.0,0.0,5.07621521032
140,0.0,0.0,5.07621521032
141,0.0,12.0,5.43667455428
142,0.0,0.0,5.07621521032
143,0.0,0.0,5.07621521032
144,0.0,10.0,5.37659799695
145,0.0,8.0,5.31652143962
146,0.0,8.0,5.31652143962
147,0.0,8.0,5.31652143962
148,0.0,0.0,5.07621521032
149,0.0,0.0,5.07621521032
150,0.0,0.0,5.07621521032
151,0.0,0.0,5.07621521032
152,0.0,10.0,5.37659799695
153,0.0,6.0,5.2564448823
154,0.0,10.0,5.37659799695
155,0.0,10.0,5.37659799695
156,0.0,10.0,5.37659799695
157,0.0,10.0,5.37659799695
158,0.0,10.0,5.37659799695
159,0.0,10.0,5.37659799695
160,0.0,10.0,5.37659799695
161,0.0,10.0,5.37659799695
162,0.0,10.0,5.37659799695
163,0.0,12.0,5.43667455428
164,0.0,12.0,5.43667455428
165,0.0,12.0,5.43667455428
166,0.0,12.0,5.43667455428
167,0.0,10.0,5.37659799695
168,0.0,12.0,5.43667455428
169,0.0,10.0,5.37659799695
170,0.0,0.0,5.07621521032
171,0.0,10.0,5.37659799695
172,0.0,10.0,5.37659799695
173,0.0,0.0,5.07621521032
174,0.0,10.0,5.37659799695
175,0.0,0.0,5.07621521032
176,0.0,0.0,5.07621521032
177,0.0,0.0,5.07621521032
178,0.0,10.0,5.37659799695
179,0.0,12.0,5.43667455428
180,0.0,0.0,5.07621521032
181,0.0,8.0,5.31652143962
182,0.0,0.0,5.07621521032
183,0.0,10.0,5.37659799695
184,0.0,10.0,5.37659799695
185,0.0,0.0,5.07621521032
186,0.0,8.0,5.31652143962
187,0.0,0.0,5.07621521032
188,0.0,8.0,5.31652143962
189,0.0,0.0,5.07621521032
190,0.0,10.0,5.37659799695
191,0.0,0.0,5.07621521032
192,0.0,12.0,5.43667455428
193,0.0,0.0,5.07621521032
194,0.0,0.0,5.07621521032
195,0.0,8.0,5.31652143962
196,0.0,0.0,5.07621521032
197,0.0,0.0,5.07621521032
198,0.0,8.0,5.31652143962
199,0.0,0.0,5.07621521032
200,0.0,0.0,5.07621521032
201,0.0,12.0,5.43667455428
202,0.0,10.0,5.37659799695
203,0.0,10.0,5.37659799695
204,0.0,7.0,5.28648316096
205,0.0,0.0,5.07621521032
206,0.0,10.0,5.37659799695
207,0.0,0.0,5.07621521032
208,1.0,0.0,5.53977030662
209,0.0,12.0,5.43667455428
210,0.0,0.0,5.07621521032
211,0.0,12.0,5.43667455428
212,0.0,0.0,5.07621521032
213,0.0,0.0,5.07621521032
214,0.0,0.0,5.07621521032
215,0.0,0.0,5.07621521032
216,0.0,12.0,5.43667455428
217,0.0,10.0,5.37659799695
218,0.0,0.0,5.07621521032
219,0.0,12.0,5.43667455428
220,0.0,12.0,5.43667455428
221,0.0,8.0,5.31652143962
222,0.0,0.0,5.07621521032
223,0.0,8.0,5.31652143962
224,0.0,0.0,5.07621521032
225,0.0,12.0,5.43667455428
226,0.0,0.0,5.07621521032
227,0.0,8.0,5.31652143962
228,0.0,0.0,5.07621521032
229,0.0,10.0,5.37659799695
230,0.0,8.0,5.31652143962
231,0.0,0.0,5.07621521032
232,0.0,16.0,5.55682766893
233,0.0,10.0,5.37659799695
234,0.0,12.0,5.43667455428
235,0.0,0.0,5.07621521032
236,0.0,0.0,5.07621521032
237,0.0,0.0,5.07621521032
238,0.0,12.0,5.43667455428
239,0.0,0.0,5.07621521032
240,0.0,0.0,5.07621521032
241,0.0,9.0,5.34655971829
242,0.0,0.0,5.07621521032
243,0.0,16.0,5.55682766893
244,0.0,0.0,5.07621521032
245,0.0,0.0,5.07621521032
246,0.0,0.0,5.07621521032
247,0.0,0.0,5.07621521032
248,0.0,0.0,5.07621521032
249,0.0,0.0,5.07621521032
250,0.0,0.0,5.07621521032
251,0.0,0.0,5.07621521032
252,0.0,0.0,5.07621521032
253,0.0,12.0,5.43667455428
254,0.0,8.0,5.31652143962
255,0.0,12.0,5.43667455428
256,0.0,8.0,5.31652143962
257,0.0,0.0,5.07621521032
258,0.0,12.0,5.43667455428
259,0.0,4.0,5.19636832497
260,0.0,7.0,5.28648316096
261,0.0,0.0,5.07621521032
262,0.0,8.0,5.31652143962
263,0.0,4.0,5.19636832497
264,0.0,0.0,5.07621521032
265,0.0,10.0,5.37659799695
266,0.0,0.0,5.07621521032
267,0.0,9.0,5.34655971829
268,0.0,0.0,5.07621521032
269,0.0,12.0,5.43667455428
270,0.0,12.0,5.43667455428
271,0.0,12.0,5.43667455428
272,0.0,8.0,5.31652143962
273,0.0,7.0,5.28648316096
274,0.0,10.0,5.37659799695
275,0.0,5.0,5.22640660363
276,0.0,12.0,5.43667455428
277,0.0,8.0,5.31652143962
278,0.0,6.0,5.2564448823
279,0.0,5.0,5.22640660363
280,0.0,0.0,5.07621521032
281,0.0,7.0,5.28648316096
282,0.0,10.0,5.37659799695
283,0.0,8.0,5.31652143962
284,0.0,7.0,5.28648316096
285,0.0,5.0,5.22640660363
286,0.0,10.0,5.37659799695
287,0.0,12.0,5.43667455428
288,0.0,6.0,5.2564448823
289,0.0,8.0,5.31652143962
290,0.0,4.0,5.19636832497
291,0.0,10.0,5.37659799695
292,0.0,0.0,5.07621521032
293,0.0,5.0,5.22640660363
294,0.0,12.0,5.43667455428
295,0.0,6.0,5.2564448823
296,0.0,12.0,5.43667455428
297,3.0,12.0,6.8273398432
298,3.0,12.0,6.8273398432
299,0.0,10.0,5.37659799695
300,3.0,0.0,6.46688049924
301,0.0,7.0,5.28648316096
302,0.0,8.0,5.31652143962
303,0.0,0.0,5.07621521032
304,0.0,0.0,5.07621521032
305,0.0,10.0,5.37659799695
306,0.0,4.0,5.19636832497
307,0.0,0.0,5.07621521032
308,0.0,8.0,5.31652143962
309,0.0,8.0,5.31652143962
310,0.0,10.0,5.37659799695
311,0.0,0.0,5.07621521032
312,0.0,6.0,5.2564448823
313,0.0,10.0,5.37659799695
314,0.0,0.0,5.07621521032
315,0.0,5.0,5.22640660363
316,0.0,0.0,5.07621521032
317,0.0,0.0,5.07621521032
318,0.0,9.0,5.34655971829
319,0.0,10.0,5.37659799695
320,0.0,5.0,5.22640660363
321,0.0,12.0,5.43667455428
322,1.0,6.0,5.7199999786
323,0.0,8.0,5.31652143962
324,0.0,0.0,5.07621521032
325,0.0,10.0,5.37659799695
326,0.0,12.0,5.43667455428
327,0.0,0.0,5.07621521032
328,0.0,0.0,5.07621521032
329,0.0,0.0,5.07621521032
330,0.0,0.0,5.07621521032
331,0.0,12.0,5.43667455428
332,0.0,10.0,5.37659799695
333,0.0,10.0,5.37659799695
334,0.0,12.0,5.43667455428
335,0.0,12.0,5.43667455428
336,0.0,10.0,5.37659799695
337,0.0,0.0,5.07621521032
338,0.0,4.0,5.19636832497
339,0.0,12.0,5.43667455428
340,0.0,0.0,5.07621521032
341,0.0,12.0,5.43667455428
342,0.0,0.0,5.07621521032
343,0.0,0.0,5.07621521032
344,0.0,3.0,5.16633004631
345,0.0,0.0,5.07621521032
346,0.0,0.0,5.07621521032
347,0.0,8.0,5.31652143962
348,0.0,0.0,5.07621521032
349,0.0,0.0,5.07621521032
350,0.0,0.0,5.07621521032
351,0.0,0.0,5.07621521032
352,0.0,10.0,5.37659799695
353,0.0,4.0,5.19636832497
354,0.0,0.0,5.07621521032
355,0.0,7.0,5.28648316096
356,0.0,3.0,5.16633004631
357,0.0,0.0,5.07621521032
358,0.0,6.0,5.2564448823
359,0.0,0.0,5.07621521032
360,0.0,0.0,5.07621521032
361,0.0,4.0,5.19636832497
362,0.0,10.0,5.37659799695
363,0.0,4.0,5.19636832497
364,0.0,0.0,5.07621521032
365,1.0,0.0,5.53977030662
366,1.0,7.0,5.75003825727
367,0.0,3.0,5.16633004631
368,0.0,21.0,5.70701906225
369,0.0,4.0,5.19636832497
370,0.0,0.0,5.07621521032
371,0.0,0.0,5.07621521032
372,0.0,8.0,5.31652143962
373,0.0,0.0,5.07621521032
374,0.0,12.0,5.43667455428
375,0.0,0.0,5.07621521032
376,0.0,12.0,5.43667455428
377,0.0,0.0,5.07621521032
378,0.0,6.0,5.2564448823
379,0.0,0.0,5.07621521032
380,0.0,13.0,5.46671283294
381,0.0,4.0,5.19636832497
382,0.0,5.0,5.22640660363
383,0.0,0.0,5.07621521032
384,0.0,8.0,5.31652143962
385,0.0,10.0,5.37659799695
386,0.0,0.0,5.07621521032
387,0.0,0.0,5.07621521032
388,0.0,0.0,5.07621521032
389,0.0,0.0,5.07621521032
390,0.0,16.0,5.55682766893
391,0.0,0.0,5.07621521032
392,0.0,4.0,5.19636832497
393,0.0,0.0,5.07621521032
394,0.0,0.0,5.07621521032
395,0.0,12.0,5.43667455428
396,0.0,0.0,5.07621521032
397,0.0,6.0,5.2564448823
398,0.0,6.0,5.2564448823
399,0.0,7.0,5.28648316096
400,0.0,6.0,5.2564448823
401,0.0,7.0,5.28648316096
402,0.0,0.0,5.07621521032
403,0.0,0.0,5.07621521032
404,0.0,7.0,5.28648316096
405,0.0,8.0,5.31652143962
406,0.0,5.0,5.22640660363
407,0.0,0.0,5.07621521032
408,0.0,6.0,5.2564448823
409,0.0,7.0,5.28648316096
410,0.0,17.0,5.58686594759
411,0.0,7.0,5.28648316096
412,0.0,10.0,5.37659799695
413,0.0,5.0,5.22640660363
414,0.0,10.0,5.37659799695
415,0.0,3.0,5.16633004631
416,0.0,0.0,5.07621521032
417,0.0,8.0,5.31652143962
418,1.0,5.0,5.68996169994
419,0.0,0.0,5.07621521032
420,0.0,8.0,5.31652143962
421,0.0,4.0,5.19636832497
422,0.0,12.0,5.43667455428
423,0.0,8.0,5.31652143962
424,0.0,8.0,5.31652143962
425,0.0,4.0,5.19636832497
426,0.0,0.0,5.07621521032
427,0.0,0.0,5.07621521032
428,0.0,10.0,5.37659799695
429,0.0,4.0,5.19636832497
430,0.0,0.0,5.07621521032
431,0.0,18.0,5.61690422626
432,0.0,5.0,5.22640660363
433,0.0,5.0,5.22640660363
434,0.0,5.0,5.22640660363
435,0.0,5.0,5.22640660363
436,0.0,0.0,5.07621521032
437,0.0,0.0,5.07621521032
438,0.0,12.0,5.43667455428
439,0.0,5.0,5.22640660363
440,0.0,7.0,5.28648316096
441,0.0,8.0,5.31652143962
442,0.0,6.0,5.2564448823
443,0.0,0.0,5.07621521032
444,0.0,11.0,5.40663627561
445,0.0,0.0,5.07621521032
446,0.0,0.0,5.07621521032
447,0.0,0.0,5.07621521032
448,0.0,6.0,5.2564448823
449,0.0,10.0,5.37659799695
450,0.0,0.0,5.07621521032
451,0.0,6.0,5.2564448823
452,0.0,8.0,5.31652143962
453,0.0,12.0,5.43667455428
454,0.0,10.0,5.37659799695
455,0.0,8.0,5.31652143962
456,0.0,10.0,5.37659799695
457,0.0,8.0,5.31652143962
458,0.0,0.0,5.07621521032
459,0.0,7.0,5.28648316096
460,1.0,0.0,5.53977030662
461,0.0,0.0,5.07621521032
462,0.0,0.0,5.07621521032
463,0.0,0.0,5.07621521032
464,0.0,0.0,5.07621521032
465,0.0,5.0,5.22640660363
466,0.0,0.0,5.07621521032
467,0.0,7.0,5.28648316096
468,0.0,0.0,5.07621521032
469,0.0,0.0,5.07621521032
470,0.0,0.0,5.07621521032
471,4.0,10.0,7.23081838218
472,0.0,3.0,5.16633004631
473,0.0,0.0,5.07621521032
474,0.0,4.0,5.19636832497
475,0.0,0.0,5.07621521032
476,0.0,0.0,5.07621521032
477,0.0,0.0,5.07621521032
478,0.0,0.0,5.07621521032
479,1.0,6.0,5.7199999786
480,0.0,0.0,5.07621521032
481,0.0,10.0,5.37659799695
482,0.0,7.0,5.28648316096
483,0.0,10.0,5.37659799695
484,0.0,0.0,5.07621521032
485,0.0,0.0,5.07621521032
486,0.0,0.0,5.07621521032
487,0.0,10.0,5.37659799695
488,0.0,10.0,5.37659799695
489,0.0,0.0,5.07621521032
490,0.0,18.0,5.61690422626
491,0.0,18.0,5.61690422626
492,0.0,12.0,5.43667455428
493,0.0,18.0,5.61690422626
494,0.0,12.0,5.43667455428
495,0.0,0.0,5.07621521032
496,0.0,12.0,5.43667455428
497,0.0,0.0,5.07621521032
498,0.0,18.0,5.61690422626
499,0.0,6.0,5.2564448823
500,0.0,0.0,5.07621521032
501,0.0,8.0,5.31652143962
502,0.0,10.0,5.37659799695
503,0.0,0.0,5.07621521032
504,0.0,8.0,5.31652143962
505,0.0,0.0,5.07621521032
506,0.0,10.0,5.37659799695
507,0.0,0.0,5.07621521032
508,0.0,5.0,5.22640660363
509,0.0,10.0,5.37659799695
510,0.0,0.0,5.07621521032
511,0.0,5.0,5.22640660363
512,0.0,4.0,5.19636832497
513,1.0,4.0,5.65992342128
514,0.0,10.0,5.37659799695
515,0.0,10.0,5.37659799695
516,0.0,6.0,5.2564448823
517,0.0,0.0,5.07621521032
518,0.0,12.0,5.43667455428
519,0.0,0.0,5.07621521032
520,0.0,6.0,5.2564448823
521,0.0,0.0,5.07621521032
522,0.0,0.0,5.07621521032
523,0.0,0.0,5.07621521032
524,0.0,0.0,5.07621521032
525,0.0,18.0,5.61690422626
526,0.0,13.0,5.46671283294
527,0.0,8.0,5.31652143962
528,0.0,0.0,5.07621521032
529,0.0,0.0,5.07621521032
530,0.0,0.0,5.07621521032
531,0.0,8.0,5.31652143962
532,1.0,7.0,5.75003825727
533,0.0,0.0,5.07621521032
534,2.0,8.0,6.24363163224
535,0.0,0.0,5.07621521032
536,0.0,5.0,5.22640660363
537,0.0,8.0,5.31652143962
538,0.0,0.0,5.07621521032
539,0.0,7.0,5.28648316096
540,0.0,6.0,5.2564448823
541,0.0,6.0,5.2564448823
542,0.0,8.0,5.31652143962
543,0.0,6.0,5.2564448823
544,0.0,6.0,5.2564448823
545,0.0,6.0,5.2564448823
546,0.0,6.0,5.2564448823
547,0.0,6.0,5.2564448823
548,0.0,0.0,5.07621521032
549,0.0,6.0,5.2564448823
550,0.0,0.0,5.07621521032
551,0.0,0.0,5.07621521032
552,0.0,10.0,5.37659799695
553,0.0,5.0,5.22640660363
554,0.0,5.0,5.22640660363
555,0.0,6.0,5.2564448823
556,0.0,0.0,5.07621521032
557,0.0,12.0,5.43667455428
558,0.0,10.0,5.37659799695
559,0.0,0.0,5.07621521032
560,0.0,0.0,5.07621521032
561,0.0,7.0,5.28648316096
562,0.0,0.0,5.07621521032
563,0.0,0.0,5.07621521032
564,0.0,7.0,5.28648316096
565,0.0,0.0,5.07621521032
566,0.0,0.0,5.07621521032
567,0.0,0.0,5.07621521032
568,0.0,0.0,5.07621521032
569,0.0,5.0,5.22640660363
570,0.0,4.0,5.19636832497
571,0.0,10.0,5.37659799695
572,0.0,0.0,5.07621521032
573,0.0,0.0,5.07621521032
574,0.0,0.0,5.07621521032
575,0.0,8.0,5.31652143962
576,0.0,0.0,5.07621521032
577,0.0,3.0,5.16633004631
578,0.0,0.0,5.07621521032
579,0.0,0.0,5.07621521032
580,0.0,8.0,5.31652143962
581,0.0,0.0,5.07621521032
582,0.0,0.0,5.07621521032
583,0.0,10.0,5.37659799695
584,0.0,0.0,5.07621521032
585,1.0,5.0,5.68996169994
586,0.0,5.0,5.22640660363
587,0.0,8.0,5.31652143962
588,0.0,10.0,5.37659799695
589,0.0,4.0,5.19636832497
590,0.0,8.0,5.31652143962
591,0.0,7.0,5.28648316096
592,0.0,0.0,5.07621521032
593,0.0,0.0,5.07621521032
594,0.0,5.0,5.22640660363
595,0.0,8.0,5.31652143962
596,0.0,5.0,5.22640660363
597,0.0,12.0,5.43667455428
598,0.0,0.0,5.07621521032
599,0.0,0.0,5.07621521032
600,2.0,0.0,6.00332540293
601,0.0,8.0,5.31652143962
602,1.0,6.0,5.7199999786
603,0.0,0.0,5.07621521032
604,0.0,12.0,5.43667455428
605,0.0,0.0,5.07621521032
606,0.0,12.0,5.43667455428
607,0.0,0.0,5.07621521032
608,0.0,12.0,5.43667455428
609,0.0,3.0,5.16633004631
610,0.0,12.0,5.43667455428
611,0.0,0.0,5.07621521032
612,0.0,0.0,5.07621521032
613,0.0,0.0,5.07621521032
614,0.0,12.0,5.43667455428
615,0.0,0.0,5.07621521032
616,0.0,0.0,5.07621521032
617,0.0,10.0,5.37659799695
618,0.0,0.0,5.07621521032
619,0.0,8.0,5.31652143962
620,0.0,0.0,5.07621521032
621,0.0,0.0,5.07621521032
622,0.0,6.0,5.2564448823
623,0.0,0.0,5.07621521032
624,0.0,7.0,5.28648316096
625,0.0,0.0,5.07621521032
626,0.0,9.0,5.34655971829
627,0.0,12.0,5.43667455428
628,0.0,0.0,5.07621521032
629,0.0,0.0,5.07621521032
630,0.0,10.0,5.37659799695
631,0.0,6.0,5.2564448823
632,0.0,0.0,5.07621521032
633,0.0,0.0,5.07621521032
634,0.0,0.0,5.07621521032
635,0.0,6.0,5.2564448823
636,0.0,0.0,5.07621521032
637,0.0,0.0,5.07621521032
638,0.0,10.0,5.37659799695
639,0.0,0.0,5.07621521032
640,0.0,9.0,5.34655971829
641,0.0,12.0,5.43667455428
642,0.0,8.0,5.31652143962
643,0.0,13.0,5.46671283294
644,0.0,8.0,5.31652143962
645,0.0,14.0,5.4967511116
646,0.0,10.0,5.37659799695
647,0.0,10.0,5.37659799695
648,0.0,10.0,5.37659799695
649,0.0,0.0,5.07621521032
650,0.0,0.0,5.07621521032
651,0.0,0.0,5.07621521032
652,0.0,9.0,5.34655971829
653,0.0,8.0,5.31652143962
654,0.0,8.0,5.31652143962
655,0.0,8.0,5.31652143962
656,0.0,10.0,5.37659799695
657,0.0,8.0,5.31652143962
658,0.0,10.0,5.37659799695
659,0.0,16.0,5.55682766893
660,0.0,12.0,5.43667455428
661,0.0,14.0,5.4967511116
662,0.0,9.0,5.34655971829
663,0.0,0.0,5.07621521032
664,0.0,9.0,5.34655971829
665,0.0,10.0,5.37659799695
666,0.0,8.0,5.31652143962
667,0.0,10.0,5.37659799695
668,0.0,4.0,5.19636832497
669,0.0,0.0,5.07621521032
670,0.0,0.0,5.07621521032
671,0.0,18.0,5.61690422626
672,0.0,0.0,5.07621521032
673,0.0,6.0,5.2564448823
674,0.0,8.0,5.31652143962
675,0.0,0.0,5.07621521032
676,0.0,0.0,5.07621521032
677,0.0,10.0,5.37659799695
678,0.0,0.0,5.07621521032
679,0.0,7.0,5.28648316096
680,0.0,8.0,5.31652143962
681,0.0,10.0,5.37659799695
682,0.0,8.0,5.31652143962
683,0.0,4.0,5.19636832497
684,0.0,8.0,5.31652143962
685,0.0,0.0,5.07621521032
686,0.0,0.0,5.07621521032
687,0.0,12.0,5.43667455428
688,0.0,0.0,5.07621521032
689,0.0,0.0,5.07621521032
690,0.0,8.0,5.31652143962
691,0.0,16.0,5.55682766893
692,0.0,3.0,5.16633004631
693,0.0,6.0,5.2564448823
694,0.0,0.0,5.07621521032
695,0.0,0.0,5.07621521032
696,0.0,0.0,5.07621521032
697,0.0,8.0,5.31652143962
698,0.0,8.0,5.31652143962
699,0.0,8.0,5.31652143962
700,0.0,0.0,5.07621521032
701,0.0,0.0,5.07621521032
702,0.0,14.0,5.4967511116
703,0.0,6.0,5.2564448823
704,0.0,0.0,5.07621521032
705,0.0,3.0,5.16633004631
706,0.0,18.0,5.61690422626
707,0.0,8.0,5.31652143962
708,0.0,7.0,5.28648316096
709,0.0,6.0,5.2564448823
710,0.0,0.0,5.07621521032
711,0.0,0.0,5.07621521032
712,0.0,6.0,5.2564448823
713,0.0,3.0,5.16633004631
714,0.0,0.0,5.07621521032
715,0.0,12.0,5.43667455428
716,0.0,8.0,5.31652143962
717,0.0,10.0,5.37659799695
718,0.0,0.0,5.07621521032
719,0.0,8.0,5.31652143962
720,2.0,10.0,6.30370818956
721,0.0,0.0,5.07621521032
722,0.0,6.0,5.2564448823
723,0.0,0.0,5.07621521032
724,0.0,10.0,5.37659799695
725,0.0,0.0,5.07621521032
726,0.0,10.0,5.37659799695
727,0.0,8.0,5.31652143962
728,0.0,12.0,5.43667455428
729,0.0,0.0,5.07621521032
730,0.0,8.0,5.31652143962
731,0.0,0.0,5.07621521032
732,0.0,10.0,5.37659799695
733,0.0,0.0,5.07621521032
734,0.0,10.0,5.37659799695
735,0.0,0.0,5.07621521032
736,0.0,0.0,5.07621521032
737,0.0,0.0,5.07621521032
738,0.0,4.0,5.19636832497
739,0.0,0.0,5.07621521032
740,0.0,14.0,5.4967511116
741,0.0,10.0,5.37659799695
742,0.0,10.0,5.37659799695
743,0.0,8.0,5.31652143962
744,0.0,0.0,5.07621521032
745,0.0,0.0,5.07621521032
746,0.0,5.0,5.22640660363
747,0.0,4.0,5.19636832497
748,0.0,12.0,5.43667455428
749,0.0,5.0,5.22640660363
750,0.0,10.0,5.37659799695
751,0.0,5.0,5.22640660363
752,0.0,7.0,5.28648316096
753,0.0,10.0,5.37659799695
754,0.0,7.0,5.28648316096
755,0.0,3.0,5.16633004631
756,0.0,0.0,5.07621521032
757,0.0,12.0,5.43667455428
758,0.0,8.0,5.31652143962
759,0.0,8.0,5.31652143962
760,0.0,0.0,5.07621521032
761,0.0,0.0,5.07621521032
762,0.0,0.0,5.07621521032
763,0.0,0.0,5.07621521032
764,0.0,10.0,5.37659799695
765,0.0,8.0,5.31652143962
766,0.0,0.0,5.07621521032
767,0.0,10.0,5.37659799695
768,0.0,8.0,5.31652143962
769,0.0,0.0,5.07621521032
770,0.0,8.0,5.31652143962
771,0.0,0.0,5.07621521032
772,0.0,0.0,5.07621521032
773,0.0,0.0,5.07621521032
774,0.0,5.0,5.22640660363
775,1.0,0.0,5.53977030662
776,0.0,0.0,5.07621521032
777,0.0,4.0,5.19636832497
778,0.0,4.0,5.19636832497
779,0.0,8.0,5.31652143962
780,0.0,8.0,5.31652143962
781,0.0,10.0,5.37659799695
782,0.0,0.0,5.07621521032
783,0.0,8.0,5.31652143962
784,0.0,10.0,5.37659799695
785,0.0,12.0,5.43667455428
786,0.0,3.0,5.16633004631
787,0.0,3.0,5.16633004631
788,0.0,12.0,5.43667455428
789,0.0,3.0,5.16633004631
790,0.0,10.0,5.37659799695
791,0.0,10.0,5.37659799695
792,0.0,5.0,5.22640660363
793,0.0,5.0,5.22640660363
794,0.0,8.0,5.31652143962
795,0.0,0.0,5.07621521032
796,0.0,0.0,5.07621521032
797,0.0,0.0,5.07621521032
798,0.0,5.0,5.22640660363
799,0.0,6.0,5.2564448823
800,0.0,8.0,5.31652143962
801,0.0,0.0,5.07621521032
802,0.0,0.0,5.07621521032
803,0.0,8.0,5.31652143962
804,0.0,5.0,5.22640660363
805,0.0,8.0,5.31652143962
806,0.0,10.0,5.37659799695
807,0.0,4.0,5.19636832497
808,0.0,0.0,5.07621521032
809,0.0,0.0,5.07621521032
810,0.0,6.0,5.2564448823
811,0.0,16.0,5.55682766893
812,0.0,0.0,5.07621521032
813,0.0,0.0,5.07621521032
814,0.0,6.0,5.2564448823
815,0.0,4.0,5.19636832497
816,0.0,0.0,5.07621521032
817,0.0,7.0,5.28648316096
818,0.0,3.0,5.16633004631
819,0.0,12.0,5.43667455428
820,0.0,12.0,5.43667455428
